RELI;GMDE;HIST_GMDE;E_KOORD;N_KOORD;B22BTOT;B22B11;B22B12;B22B13;B22B14;B22B15;B22B16;B22B21;B22B22;B22B23;B22B24;B22B25;B22B26;B22B27;B22B28;B22B29;B22B30;B22BMTOT;B22BM01;B22BM02;B22BM03;B22BM04;B22BM05;B22BM06;B22BM07;B22BM08;B22BM09;B22BM10;B22BM11;B22BM12;B22BM13;B22BM14;B22BM15;B22BM16;B22BM17;B22BM18;B22BM19;B22BWTOT;B22BW01;B22BW02;B22BW03;B22BW04;B22BW05;B22BW06;B22BW07;B22BW08;B22BW09;B22BW10;B22BW11;B22BW12;B22BW13;B22BW14;B22BW15;B22BW16;B22BW17;B22BW18;B22BW19;B22B41;B22B42;B22B43;B22B44;B22B45;B22B46;B22B51;B22B52;B22B53;B22B54;B22B55;B22B56;H22PTOT;H22P01;H22P02;H22P03;H22P04;H22P05;H22P06;H22PI
56571006;6142;10891;2565700;1100600;3;3;3;3;0;0;0;3;0;0;3;0;3;3;0;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0
56611740;2114;14137;2566100;1174000;17;17;0;0;0;0;0;17;3;14;3;0;0;0;0;0;0;6;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;3;0;3;3;11;0;0;0;0;0;0;0;0;0;0;3;3;3;0;3;3;3;3;3;0;3;0;8;7;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0
56621852;2029;14475;2566200;1185200;14;14;0;0;0;0;0;12;3;6;5;0;3;3;0;0;0;8;0;0;0;0;3;0;3;3;0;0;3;3;3;0;3;3;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;3;3;3;0;6;4;0;13;3;0;0;0;0;0;0;0;0;0;0;0;0
56651186;6217;15620;2566500;1118600;28;15;13;10;0;3;0;14;4;5;5;0;14;11;0;3;0;18;0;0;0;0;0;3;3;3;3;3;3;5;0;3;3;3;3;0;3;10;0;0;0;3;0;3;0;0;0;0;3;0;0;0;4;0;3;0;3;3;8;5;11;3;0;26;0;0;3;0;0;3;3;0;0;0;0;0;1
56652340;6757;14966;2566500;1234000;17;16;3;3;0;0;0;15;7;5;3;0;3;3;0;3;0;12;0;0;0;0;0;0;3;0;0;0;0;3;3;3;3;0;0;3;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;0;0;3;12;4;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0
56661767;2177;11502;2566600;1176700;7;6;3;3;0;0;0;6;3;4;3;0;3;3;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;0;0;3;0;3;3;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0
56662220;443;15094;2566600;1222000;31;28;3;3;0;3;0;24;6;8;10;0;7;4;0;3;0;17;0;0;0;0;0;3;3;3;3;3;3;3;0;3;3;3;3;3;0;14;0;0;0;0;0;0;0;3;0;0;0;3;3;3;3;3;0;3;4;0;3;4;24;3;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0
56681787;2234;14136;2566800;1178700;19;19;0;0;0;0;0;19;4;13;3;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;3;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;3;0;3;3;7;10;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0
56701325;5407;14625;2567000;1132500;4;3;3;3;0;0;0;3;0;3;0;0;3;3;0;3;0;3;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;3;3;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
56702491;6809;16120;2567000;1249100;14;14;0;0;0;0;0;14;7;5;3;3;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;3;0;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;3;4;0;0;0;6;8;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0
56712291;6743;13301;2567100;1229100;13;11;3;3;0;0;0;11;3;3;5;0;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;5;0;0;3;4;6;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0
56722069;6461;16113;2567200;1206900;58;52;6;5;0;3;0;49;3;19;28;0;9;8;0;3;0;19;0;0;3;3;0;0;3;0;3;0;3;3;3;0;3;3;3;3;4;39;0;0;0;0;0;0;0;3;0;3;0;0;3;0;3;3;6;10;15;0;4;3;50;3;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0
56731222;5402;14541;2567300;1122200;30;19;11;6;3;4;0;18;3;13;3;0;12;4;0;7;3;18;0;0;0;0;3;3;3;3;3;0;3;0;3;3;3;3;0;3;3;12;0;0;0;0;3;3;0;0;0;0;0;3;0;0;3;3;0;3;3;3;8;4;14;3;0;29;0;3;0;0;0;0;0;0;0;0;0;0;0
56742546;6778;13325;2567400;1254600;5;5;0;0;0;0;0;5;3;3;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;3;3;0;4;0;0;0;3;0;0;0;0;0;0;0;0;0
56761907;2053;15675;2567600;1190700;35;27;8;3;0;6;0;30;3;18;10;0;5;3;3;3;0;18;3;3;0;0;0;3;3;0;0;3;3;3;0;3;3;3;3;0;3;17;0;3;0;3;0;0;0;3;0;0;0;0;0;3;3;3;3;5;3;0;4;10;16;5;0;34;0;0;0;3;0;0;0;0;0;0;0;0;0
56762118;6453;16107;2567600;1211800;3;3;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
56771187;5406;14645;2567700;1118700;4;4;0;0;0;0;0;4;3;3;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;3;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
56771817;2237;16133;2567700;1181700;15;14;3;3;0;0;0;14;3;11;0;0;3;3;0;0;0;7;0;0;0;0;0;0;0;3;0;0;3;0;0;0;3;3;0;0;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;0;3;0;10;4;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0
56781078;6218;13016;2567800;1107800;7;7;0;0;0;0;0;7;0;3;4;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;5;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;3;3;3;0;0;3;5;3;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0
56792349;6741;13299;2567900;1234900;4;4;0;0;0;0;0;4;0;3;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;3;0;3;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
56801142;6213;12256;2568000;1114200;47;45;3;3;0;0;0;44;14;12;18;0;3;3;0;3;0;22;3;3;3;3;0;0;0;3;3;3;0;3;0;3;3;3;3;3;3;25;0;3;0;0;3;0;0;3;0;3;3;3;3;3;0;5;0;3;6;5;4;4;18;16;0;42;5;0;0;0;0;0;0;0;0;0;0;0;0
56811630;2160;10373;2568100;1163000;23;11;12;12;0;0;0;11;0;7;4;0;12;10;0;3;0;18;0;3;0;0;3;3;3;3;3;3;3;0;3;0;0;0;0;0;3;5;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;3;3;0;0;12;4;4;3;0;0;11;3;0;8;0;3;0;0;0;0;0;0;0;0
56811762;2173;11657;2568100;1176200;6;6;0;0;0;0;0;6;3;4;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;3;3;0;0;0;3;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0
56812006;5456;14546;2568100;1200600;3;3;3;3;0;0;0;3;0;0;3;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;3;0;0;0;3;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0
56822098;6451;16105;2568200;1209800;11;10;3;3;0;0;0;10;0;6;4;0;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;3;0;0;8;0;0;0;0;0;0;3;0;0;0;3;0;0;3;0;0;3;0;3;0;0;0;11;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0
56822231;448;15099;2568200;1223100;16;15;3;3;0;0;0;15;3;7;7;0;3;3;0;0;0;5;0;0;0;0;0;0;0;0;3;0;0;0;3;0;3;3;0;0;3;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;3;7;0;3;3;11;3;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0
56822607;6774;13321;2568200;1260700;12;10;3;3;0;0;0;8;3;6;3;0;4;4;0;0;0;6;0;0;0;0;0;0;3;0;0;3;3;3;0;0;0;0;0;0;3;6;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;3;3;3;0;3;7;3;0;11;0;0;0;0;3;0;0;0;0;0;0;0;0
56831965;5464;15488;2568300;1196500;3;3;0;0;0;0;0;3;0;3;3;0;0;0;0;0;0;3;0;0;0;0;0;0;3;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
56851274;5409;14663;2568500;1127400;12;10;3;3;0;0;0;9;0;7;3;0;3;3;0;3;0;8;0;0;0;3;0;3;0;0;3;0;0;0;3;0;3;0;3;0;0;4;0;0;3;0;0;0;3;0;3;3;0;0;0;0;0;0;0;0;0;3;5;3;4;3;0;11;0;0;3;0;0;3;3;0;0;0;0;0;1
56891134;6211;11598;2568900;1113400;8;7;3;3;0;0;0;6;3;3;3;0;3;3;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;3;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;5;3;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0
56891779;2186;11540;2568900;1177900;3;3;3;3;0;0;0;3;0;0;3;0;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
56892303;6744;13302;2568900;1230300;3;3;0;0;0;0;0;3;0;3;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
56931093;6219;10917;2569300;1109300;7;7;0;0;0;0;0;5;3;3;3;0;3;3;0;3;0;3;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;3;0;3;3;0;0;0;0;3;0;0;3;3;3;3;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0
56932589;6807;14970;2569300;1258900;9;9;0;0;0;0;0;9;4;4;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;3;3;3;0;0;0;6;3;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0
56951109;6212;12207;2569500;1110900;8;7;3;3;0;0;0;5;3;3;3;0;3;3;0;3;0;4;0;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;3;4;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;3;0;0;3;3;0;3;4;3;0;7;0;0;3;0;0;0;0;0;0;0;0;0;0
56952112;6452;16106;2569500;1211200;7;6;3;3;0;0;0;5;0;3;4;0;3;3;0;3;0;3;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;5;0;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;3;3;0;3;3;3;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0
56961850;2217;13662;2569600;1185000;7;7;0;0;0;0;0;7;4;3;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;3;3;0;0;3;5;3;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0
56961922;5451;15487;2569600;1192200;98;90;8;6;0;3;0;82;3;17;64;0;16;11;3;4;0;45;3;0;0;0;3;3;3;3;3;3;3;3;5;5;12;4;3;3;0;53;0;3;0;0;3;3;0;0;0;3;3;5;7;7;14;8;6;3;0;3;36;45;13;3;0;95;3;0;0;0;3;0;0;0;0;0;0;0;0
57012510;6785;13332;2570100;1251000;8;8;0;0;0;0;0;8;4;3;3;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;3;4;3;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0
57052086;494;15103;2570500;1208600;8;8;0;0;0;0;0;6;0;3;3;0;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;3;3;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;3;0;0;3;4;3;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0
57061519;2121;14362;2570600;1151900;21;20;3;3;0;0;0;20;10;7;3;0;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;3;0;3;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;0;5;8;0;0;0;8;13;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0
57061603;2145;12618;2570600;1160300;9;9;0;0;0;0;0;9;0;9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;3;3;0;0;0;3;0;0;0;3;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;3;0;3;3;6;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0
57081627;2125;14528;2570800;1162700;210;177;33;22;7;4;0;160;17;111;32;0;50;34;8;7;3;93;3;3;3;4;3;4;4;6;3;5;3;6;8;11;8;6;6;5;10;117;3;3;3;3;4;3;4;3;3;3;3;6;3;6;6;8;14;22;29;3;40;21;123;24;0;208;3;0;0;0;0;0;0;0;0;0;0;0;0
57082247;432;15083;2570800;1224700;9;7;3;3;0;0;0;8;0;6;3;0;3;3;0;0;0;4;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;3;0;3;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;0;3;0;5;3;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0
57082369;6751;14967;2570800;1236900;8;6;3;0;3;3;0;7;0;6;3;0;3;0;0;3;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;0;3;4;0;7;0;0;0;3;0;0;0;0;0;0;0;0;0
57101248;5405;14747;2571000;1124800;3;3;3;3;0;0;0;3;3;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
57101687;2153;10416;2571000;1168700;13;13;0;0;0;0;0;13;3;8;3;0;0;0;0;0;0;5;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;0;3;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;0;3;0;9;3;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0
57111655;2148;12909;2571100;1165500;11;11;0;0;0;0;0;11;3;8;3;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;3;3;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;3;3;3;0;0;3;6;4;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0
57112071;495;15104;2571100;1207100;8;6;3;3;0;0;0;7;0;4;3;0;3;0;0;3;0;5;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;3;0;0;4;3;0;5;3;3;3;0;0;0;0;0;0;0;0;0;0
57121672;2140;14135;2571200;1167200;14;11;3;3;0;0;0;11;3;7;3;0;3;3;0;0;0;8;0;0;0;0;0;0;3;0;3;3;0;0;0;3;3;3;0;0;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;3;3;0;4;0;8;3;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0
57122544;6783;13330;2571200;1254400;5;5;0;0;0;0;0;5;3;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;4;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;3;3;0;0;0;3;3;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
57151053;6136;16602;2571500;1105300;75;62;13;5;3;6;0;58;17;18;23;0;17;7;3;7;0;36;3;0;3;0;0;3;4;4;3;3;3;4;7;0;3;0;3;3;3;39;0;0;0;3;0;3;3;0;3;3;3;3;6;3;3;3;6;4;6;3;13;11;38;12;0;74;3;0;0;0;0;0;0;0;0;0;0;0;0
57151745;2236;15677;2571500;1174500;31;30;3;3;0;0;0;28;7;18;3;0;3;3;0;3;0;14;3;0;0;0;3;0;3;3;3;0;3;3;0;3;0;3;0;3;0;17;0;0;0;0;3;0;3;3;0;0;3;3;3;3;3;0;3;3;4;0;6;5;10;10;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0
57151797;2211;12521;2571500;1179700;15;14;3;3;0;0;0;13;3;9;3;0;3;3;0;3;0;5;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;0;0;3;3;10;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;3;0;3;6;0;3;3;9;4;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0
57161891;2272;14096;2571600;1189100;12;12;0;0;0;0;0;12;6;6;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;3;3;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;0;0;0;6;6;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
57162116;6455;16109;2571600;1211600;32;29;3;3;3;0;0;22;3;4;15;0;10;8;3;3;0;14;0;3;3;0;0;0;3;0;0;0;0;3;3;3;3;3;3;3;3;18;0;0;0;3;0;0;0;3;0;3;0;0;3;3;3;3;4;3;3;3;6;3;19;5;0;31;0;3;0;0;0;0;0;0;0;0;0;0;0
57162147;6456;16110;2571600;1214700;17;15;3;3;0;0;0;14;3;6;7;0;3;3;0;3;0;8;0;0;0;0;3;0;0;3;0;0;0;3;0;0;3;0;0;3;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;4;0;3;0;12;4;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0
57191820;2174;14143;2571900;1182000;7;5;3;0;3;3;0;5;3;3;3;0;3;0;3;3;0;4;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;3;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;3;0;3;0;5;3;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0
57191870;2200;14129;2571900;1187000;16;15;3;0;0;3;0;14;3;10;3;0;3;3;0;3;0;4;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;3;0;3;12;0;0;0;0;0;3;0;0;0;0;3;0;3;3;3;3;3;0;3;0;3;4;10;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0
57232254;434;15085;2572300;1225400;12;11;3;3;0;0;0;10;3;3;6;0;3;3;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;8;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;3;3;3;3;0;3;0;8;3;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
57242084;501;15110;2572400;1208400;7;5;3;3;0;3;0;4;3;3;3;0;3;3;0;3;0;3;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;0;3;0;5;3;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0
57261463;5842;14609;2572600;1146300;3;3;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
57271592;2135;11958;2572700;1159200;10;10;0;0;0;0;0;9;0;7;3;0;3;3;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;3;6;0;0;0;0;3;0;0;0;0;0;0;0;3;0;0;3;0;3;0;0;3;0;8;3;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
57281032;6131;11850;2572800;1103200;10;10;0;0;0;0;0;10;9;3;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;3;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;0;0;0;3;7;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
57281573;2162;14479;2572800;1157300;5;4;3;3;0;0;0;4;0;3;3;0;3;3;0;0;0;4;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;0;3;3;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
57282181;724;15235;2572800;1218100;7;7;0;0;0;0;0;7;3;3;5;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;3;0;0;0;4;3;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0
57282518;6800;13347;2572800;1251800;68;64;4;3;0;3;0;59;21;28;10;0;9;6;0;3;0;26;0;0;0;0;0;3;0;3;3;0;0;3;3;0;3;5;3;3;5;42;0;0;0;0;0;3;0;0;0;3;3;0;3;3;3;4;5;8;16;0;7;3;50;9;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0
57301542;2134;12106;2573000;1154200;6;6;0;0;0;0;0;6;4;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;0;3;0;0;0;3;5;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0
57301639;2143;12369;2573000;1163900;5;5;0;0;0;0;0;5;3;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;3;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
57301707;2122;14368;2573000;1170700;8;8;0;0;0;0;0;7;3;4;3;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;3;3;3;0;3;0;3;4;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0
57302503;6790;15626;2573000;1250300;23;21;3;3;0;3;0;20;3;13;5;0;3;3;0;3;0;10;0;0;0;0;0;0;0;0;0;3;0;3;3;3;3;0;3;3;3;13;0;0;0;0;0;0;0;0;0;0;0;3;3;0;3;0;3;5;4;0;3;3;15;6;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0
57381789;2233;14141;2573800;1178900;28;26;3;3;0;0;0;24;3;11;11;0;4;4;0;0;0;15;0;0;0;3;0;0;3;3;3;3;0;3;3;0;0;0;3;0;3;13;0;0;3;0;0;0;3;3;0;0;0;3;0;0;0;3;3;3;3;0;4;0;19;5;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0
57382126;723;15234;2573800;1212600;9;9;0;0;0;0;0;9;0;7;3;0;0;0;0;0;0;6;0;0;0;0;0;0;0;3;0;3;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;3;0;3;0;8;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0
57391815;2208;12744;2573900;1181500;12;11;3;0;0;3;0;10;3;5;3;0;3;0;0;3;0;4;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;3;0;0;3;8;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;3;3;3;3;0;0;3;6;4;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
57401614;2124;11871;2574000;1161400;14;11;3;3;3;0;0;10;3;6;3;0;4;3;3;3;0;7;0;0;0;0;0;3;3;3;0;0;3;3;0;0;0;3;0;0;3;7;0;0;0;0;0;0;3;3;0;0;0;0;3;0;3;3;0;3;0;3;3;3;6;0;0;12;3;0;0;0;0;0;0;0;0;0;0;0;0
57402103;492;15101;2574000;1210300;10;9;3;3;0;0;0;8;3;4;3;0;3;3;0;3;0;3;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;3;0;3;3;0;3;3;3;0;3;3;6;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
57421676;2129;15481;2574200;1167600;5;5;0;0;0;0;0;5;3;3;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;3;3;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
57432559;6781;13328;2574300;1255900;5;5;0;0;0;0;0;5;3;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;0;0;0;3;3;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
