RELI;GMDE;HIST_GMDE;E_KOORD;N_KOORD;B22BTOT;B22B11;B22B12;B22B13;B22B14;B22B15;B22B16;B22B21;B22B22;B22B23;B22B24;B22B25;B22B26;B22B27;B22B28;B22B29;B22B30;B22BMTOT;B22BM01;B22BM02;B22BM03;B22BM04;B22BM05;B22BM06;B22BM07;B22BM08;B22BM09;B22BM10;B22BM11;B22BM12;B22BM13;B22BM14;B22BM15;B22BM16;B22BM17;B22BM18;B22BM19;B22BWTOT;B22BW01;B22BW02;B22BW03;B22BW04;B22BW05;B22BW06;B22BW07;B22BW08;B22BW09;B22BW10;B22BW11;B22BW12;B22BW13;B22BW14;B22BW15;B22BW16;B22BW17;B22BW18;B22BW19;B22B41;B22B42;B22B43;B22B44;B22B45;B22B46;B22B51;B22B52;B22B53;B22B54;B22B55;B22B56;H22PTOT;H22P01;H22P02;H22P03;H22P04;H22P05;H22P06;H22PI
48671120;6611;11439;2486700;1112000;19;10;9;7;3;3;0;8;0;8;0;0;11;4;3;4;0;13;0;3;0;3;0;0;3;3;3;3;0;3;3;0;0;0;0;0;0;6;0;0;0;0;3;0;0;3;3;3;3;0;0;0;0;3;0;0;0;0;8;5;4;3;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0
48861169;6620;11582;2488600;1116900;16;5;11;8;3;3;0;4;0;4;0;0;12;9;3;3;0;9;0;0;3;0;0;0;3;0;3;3;0;3;0;0;0;0;0;0;0;7;0;0;3;3;0;3;0;3;0;3;0;0;0;0;0;0;0;0;0;0;3;9;5;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0
48901142;6603;11664;2489000;1114200;12;4;8;6;3;3;0;5;0;5;0;0;7;3;3;3;0;9;0;3;0;0;3;3;0;3;0;3;0;3;0;0;3;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;3;3;7;3;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
48961113;6604;11665;2489600;1111300;3;3;3;3;0;3;0;0;0;0;0;0;3;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;0;3;0;0;0;0;0;3;0;0;0;0;0;3;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
49001161;6637;12872;2490000;1116100;6;3;4;0;3;3;0;3;0;0;3;0;5;3;3;3;0;5;0;0;0;0;3;0;0;0;0;0;3;3;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;3;3;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0
49041146;6609;11411;2490400;1114600;7;3;5;4;0;3;0;3;0;3;0;0;5;3;0;3;0;5;0;0;0;0;0;0;3;0;0;3;3;3;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;3;3;3;3;0;0;6;3;0;0;0;0;3;0;3;0;0;0;0;1
49151191;6638;13051;2491500;1119100;58;19;39;34;3;4;0;21;0;20;3;0;37;32;0;5;0;44;0;0;0;3;3;3;4;5;6;4;4;9;3;4;0;0;0;0;0;14;0;0;3;0;0;0;0;3;3;3;3;0;3;3;0;3;0;0;0;0;23;11;21;0;3;56;3;0;0;0;0;3;0;3;0;0;0;0;1
49171126;6627;12575;2491700;1112600;3;0;3;0;3;0;0;0;0;0;0;0;3;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
49221113;6639;10414;2492200;1111300;7;3;4;3;3;0;0;3;0;3;0;0;6;4;3;3;0;3;0;3;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;4;0;3;0;0;0;0;3;3;0;0;3;0;0;0;0;0;0;0;0;3;4;3;0;0;0;5;3;0;0;0;3;3;0;3;0;0;0;0;1
49231164;6601;11726;2492300;1116400;5;3;3;3;0;0;0;3;0;3;0;0;4;3;0;3;0;4;0;0;0;0;3;0;0;0;3;0;0;0;3;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;3;3;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
49461147;6607;11853;2494600;1114700;82;32;50;36;4;10;0;23;0;19;4;0;59;38;5;16;0;65;3;3;0;0;3;8;6;6;9;9;6;5;5;3;3;3;3;0;0;17;0;0;0;0;3;3;3;0;3;3;3;3;3;0;0;3;0;0;0;3;33;16;26;4;0;79;3;3;3;0;0;0;0;0;0;0;0;0;0
49461206;6630;12430;2494600;1120600;308;83;225;145;20;59;3;68;5;47;14;3;240;127;24;87;3;202;3;5;3;0;7;22;16;34;21;18;27;16;12;8;5;3;3;0;3;106;3;3;8;3;4;5;13;13;7;7;6;6;6;9;5;5;3;3;3;9;95;57;127;17;3;297;3;3;3;3;4;3;3;3;0;3;0;0;1
49551145;6618;11651;2495500;1114500;32;17;15;10;0;5;0;12;0;11;3;0;20;13;0;7;0;19;3;3;0;3;3;3;0;3;3;3;0;3;0;3;3;0;3;0;0;13;0;0;3;0;0;3;0;3;3;3;3;0;0;3;0;3;0;0;0;10;4;8;9;3;0;22;10;0;0;0;0;3;3;0;0;3;3;0;1
49571191;6643;10918;2495700;1119100;491;172;319;218;26;74;3;133;0;110;23;0;358;183;34;139;3;315;3;4;8;5;11;25;36;46;35;31;35;23;10;16;11;8;4;3;3;176;4;3;4;4;15;14;22;24;14;20;10;7;14;5;5;3;3;0;7;9;150;109;208;15;0;482;8;0;0;3;0;15;12;3;0;3;0;0;1
49581126;6632;13155;2495800;1112600;32;12;20;15;3;3;0;13;0;9;4;0;19;11;3;5;0;19;0;0;3;0;3;3;3;3;3;3;3;3;0;3;3;0;0;0;0;13;3;0;0;0;0;3;3;0;0;3;3;4;3;0;0;0;0;0;0;3;8;7;14;3;0;30;3;0;0;0;0;3;3;3;0;0;0;0;1
49651155;6631;12484;2496500;1115500;203;64;139;100;3;36;0;62;0;57;5;0;141;87;7;47;0;139;3;3;4;7;3;15;12;22;15;14;13;11;10;6;3;3;3;3;0;64;0;4;5;4;3;7;5;11;6;5;3;5;3;3;3;0;0;3;0;7;44;58;83;11;0;196;5;0;3;0;3;9;6;3;3;0;0;0;1
49701118;6605;11692;2497000;1111800;30;9;21;21;0;0;0;8;0;6;3;0;22;21;0;3;0;17;0;0;0;0;3;3;3;0;3;3;3;3;3;0;3;3;0;3;0;13;0;3;3;0;3;3;0;3;0;3;3;3;0;0;3;0;0;0;3;0;5;10;13;3;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0
49801139;6633;13114;2498000;1113900;92;40;52;36;3;14;0;37;0;32;5;0;55;30;3;21;3;68;0;0;3;0;7;4;4;8;8;8;9;6;3;3;3;3;3;0;3;24;0;0;0;0;3;3;3;3;3;3;3;3;3;3;0;3;0;0;0;6;38;18;25;5;0;86;6;0;0;0;0;9;8;3;0;0;0;0;1
49811163;6628;12624;2498100;1116300;331;114;217;166;12;39;0;107;0;91;15;3;224;138;12;74;0;213;3;3;9;4;12;17;21;30;20;28;22;13;14;7;6;3;3;3;0;118;5;6;6;9;10;6;12;8;10;15;6;11;4;3;3;3;3;0;3;4;82;83;129;25;8;324;4;0;3;3;0;3;3;0;0;3;0;0;1
49841252;6615;11595;2498400;1125200;13;3;10;5;4;3;0;5;0;3;3;0;8;4;3;3;0;10;0;0;0;3;3;3;0;0;3;3;3;0;3;0;0;0;0;0;0;3;0;0;0;3;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;3;3;3;7;3;0;12;3;0;0;0;0;3;3;0;0;0;0;0;1
49861211;6623;12606;2498600;1121100;151;32;119;74;10;35;0;17;0;13;4;0;134;60;14;59;3;86;0;3;3;3;0;3;13;7;12;10;7;8;10;5;0;3;3;3;3;65;3;3;3;3;3;6;5;12;6;3;4;4;6;3;0;3;3;3;3;11;58;20;51;3;8;137;4;0;3;3;6;3;0;0;3;3;0;0;1
49941302;5708;14858;2499400;1130200;4;3;3;3;0;0;0;3;0;0;3;0;3;0;0;3;0;3;3;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;3;3;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0
49971156;6608;11400;2499700;1115600;310;96;214;172;9;33;0;68;0;49;19;0;242;164;13;65;0;213;3;3;4;7;9;8;26;23;37;22;21;15;15;8;3;4;3;4;3;97;3;3;3;4;5;14;13;9;13;3;8;8;3;5;3;3;3;3;3;15;100;77;112;4;3;294;10;0;3;0;4;4;3;0;3;0;0;0;1
50001179;6621;12099;2500000;1117900;5008;1748;3260;2257;312;685;6;1459;967;248;243;3;3549;1898;346;1299;6;3023;36;52;67;71;126;189;297;413;372;339;276;268;178;114;97;55;40;12;21;1985;30;55;40;57;99;170;244;231;198;166;142;141;91;99;57;54;33;34;44;137;950;1135;2460;290;36;4852;72;5;18;7;54;23;12;5;3;3;3;0;1
50011220;6634;13110;2500100;1122000;39;8;31;24;6;3;0;14;0;12;3;0;25;13;5;7;0;25;5;3;0;0;3;3;3;3;3;4;3;3;0;3;0;3;0;0;3;14;0;3;3;3;0;0;0;3;3;0;3;3;0;0;3;0;0;0;0;0;8;14;10;3;4;38;0;0;0;3;0;3;0;0;3;0;3;0;1
50041130;6641;10896;2500400;1113000;22;8;14;9;3;3;0;8;0;7;3;0;14;9;3;3;0;12;0;0;3;0;0;3;3;3;3;0;3;0;0;0;0;0;0;0;0;10;3;0;3;0;3;0;3;0;3;3;0;0;3;3;0;3;0;0;0;0;10;7;4;0;3;21;3;0;0;0;0;0;0;0;0;0;0;0;0
50091375;5726;14658;2500900;1137500;10;5;5;3;0;3;0;5;3;3;3;0;5;3;0;3;0;4;0;0;0;3;3;0;0;3;0;0;0;0;0;0;0;0;0;0;3;6;3;0;0;3;0;0;0;0;3;0;3;0;0;0;0;0;0;0;3;8;0;0;3;0;0;3;7;3;0;0;0;0;0;0;0;0;0;0;0
50101235;6606;11880;2501000;1123500;43;7;36;17;0;19;0;10;0;10;0;0;33;10;3;21;0;28;0;0;3;3;5;3;4;6;3;3;3;0;3;3;3;0;0;0;0;15;0;0;3;0;0;3;3;3;3;3;0;3;0;0;0;0;0;0;0;3;14;8;17;3;3;41;3;0;3;0;0;0;0;0;0;0;0;0;0
50111246;6622;12097;2501100;1124600;24;6;18;10;4;4;0;4;0;4;0;0;20;9;4;7;0;11;0;0;0;0;0;3;3;3;3;3;3;3;0;3;0;0;0;0;3;13;0;0;3;0;0;0;3;5;3;3;3;0;3;0;0;3;0;0;0;0;4;6;13;3;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0
50151265;6644;10921;2501500;1126500;326;190;136;85;19;32;0;173;0;121;52;0;153;79;18;55;3;177;4;6;5;8;4;14;17;21;20;14;13;15;9;9;5;7;4;3;3;149;7;7;7;10;15;10;12;10;17;6;7;10;9;9;6;3;3;3;3;5;39;57;167;56;3;318;0;3;3;3;3;3;3;0;0;0;0;0;1
50161447;5727;14613;2501600;1144700;22;18;4;4;0;0;0;15;3;7;7;0;7;4;3;3;0;11;0;0;0;0;3;0;3;0;3;3;3;0;3;0;3;0;0;0;0;11;0;0;0;0;0;0;3;3;3;0;3;3;3;3;0;0;3;3;0;3;10;6;5;0;0;21;0;0;0;0;3;0;0;0;0;0;0;0;0
50191367;5714;14835;2501900;1136700;4;4;0;0;0;0;0;4;0;3;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;3;0;0;0;0;3;0;3;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
50211344;5705;14776;2502100;1134400;3;3;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
50221288;5723;14680;2502200;1128800;3;0;3;0;0;3;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;3;0;0;0;0;0;3;0;3;0;0;0;0;1
50261305;5711;14799;2502600;1130500;3;0;3;3;0;0;0;0;0;0;0;0;3;0;0;3;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
50281294;5729;14897;2502800;1129400;38;28;10;10;0;0;0;23;0;5;18;0;15;12;3;3;0;20;3;3;3;0;0;0;3;3;3;3;0;0;0;3;0;0;0;0;0;18;3;3;3;0;0;0;4;3;3;3;0;0;3;3;0;0;0;0;0;31;6;0;0;3;0;7;14;17;0;0;0;0;0;0;0;0;0;0;0
50281396;5709;14809;2502800;1139600;4;3;3;3;0;0;0;3;0;0;3;0;3;3;0;0;0;3;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
50291372;5706;14775;2502900;1137200;3;3;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
50311192;6617;11599;2503100;1119200;92;25;67;48;8;11;0;14;0;13;3;0;78;42;10;26;0;50;0;3;0;0;3;5;6;3;5;4;5;7;4;3;3;3;0;0;3;42;0;3;0;3;3;5;3;5;3;5;3;5;3;3;3;3;0;0;0;7;23;15;44;3;3;84;3;0;3;0;4;3;0;3;0;0;0;0;1
50321136;6645;10902;2503200;1113600;87;22;65;43;10;12;0;28;0;25;3;0;59;35;8;16;0;53;5;0;3;0;0;3;6;5;5;5;9;6;3;3;3;3;0;0;3;34;3;3;3;0;0;5;8;5;3;3;0;3;3;3;0;0;0;3;0;4;27;22;25;6;3;81;3;0;3;0;3;3;3;0;0;3;0;0;1
50341170;6612;11431;2503400;1117000;185;40;145;106;15;24;0;39;7;25;7;0;146;89;17;40;0;118;4;3;7;4;4;7;7;12;9;15;15;13;6;6;3;3;0;3;0;67;3;3;3;4;6;7;10;7;4;4;7;3;3;4;3;0;0;0;3;8;64;52;55;5;3;177;3;3;3;0;3;3;3;0;0;0;0;0;1
50401166;6613;11535;2504000;1116600;115;39;76;56;6;14;0;33;0;29;4;0;82;56;7;19;0;79;3;3;3;3;3;4;7;9;15;9;9;6;3;4;3;3;3;3;0;36;0;3;4;0;3;3;5;7;4;4;3;4;3;0;3;0;0;0;3;3;34;26;46;6;3;112;3;3;0;0;3;0;0;0;0;0;0;0;0
50401303;5712;14794;2504000;1130300;6;4;3;3;0;0;0;4;0;0;4;0;3;3;0;0;0;3;0;0;0;3;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;3;0;3;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0
50401388;5722;14728;2504000;1138800;3;3;3;3;0;0;0;0;0;0;0;0;3;3;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0
50411321;5717;14750;2504100;1132100;3;3;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
50421160;6640;10569;2504200;1116000;203;76;127;90;12;25;0;73;0;63;10;0;130;80;11;37;3;132;5;3;6;4;3;9;14;17;15;13;11;18;5;3;4;3;3;0;0;71;5;3;3;4;7;4;9;5;8;5;3;4;3;4;4;0;3;3;3;10;51;50;78;14;0;192;9;0;0;3;0;7;3;3;3;3;0;0;1
50431340;6610;11387;2504300;1134000;10;3;8;4;3;3;0;3;0;0;3;0;9;3;3;3;0;5;0;0;3;0;0;0;0;0;3;0;0;3;0;0;0;3;0;0;0;5;0;0;0;0;3;0;0;0;0;3;0;0;3;0;0;3;3;0;0;0;3;4;3;0;0;10;0;0;0;0;0;3;0;3;0;0;0;0;1
50441218;6616;11597;2504400;1121800;68;15;53;35;10;8;0;18;0;15;3;0;50;28;8;14;0;37;0;3;0;3;3;3;3;3;4;4;3;5;4;3;3;3;0;0;0;31;3;3;3;3;4;3;3;4;6;3;3;3;3;3;0;0;0;0;3;3;15;19;28;4;0;66;3;0;0;0;0;0;0;0;0;0;0;0;0
50461196;6642;10942;2504600;1119600;31;12;19;15;3;3;0;8;0;7;3;0;23;13;6;4;0;15;3;0;0;0;3;0;3;3;0;3;3;3;3;3;0;0;0;3;0;16;3;0;3;0;3;3;3;3;3;3;3;0;0;0;3;3;0;0;3;6;14;3;9;0;0;25;3;0;4;0;3;5;3;3;3;0;3;0;1
50491427;5720;14735;2504900;1142700;3;3;0;0;0;0;0;3;0;3;0;0;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
50501348;5713;16609;2505000;1134800;5;5;0;0;0;0;0;4;0;3;3;0;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;3;3;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
50511412;5730;14879;2505100;1141200;4;3;3;0;3;0;0;3;0;0;3;0;3;0;3;0;0;3;0;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;3;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
50521374;5716;14706;2505200;1137400;3;3;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
50551461;5702;15652;2505500;1146100;3;3;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
50611433;5718;14726;2506100;1143300;6;6;0;0;0;0;0;4;0;0;4;0;3;0;0;3;0;3;0;0;3;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;0;3;0;0;0;0;3;0;0;0;0;0;6;0;0;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0
50631257;6602;11776;2506300;1125700;38;8;30;20;3;8;3;4;0;4;0;0;34;16;3;15;0;28;3;0;0;0;3;4;5;3;3;3;3;3;5;0;0;3;0;0;0;10;3;0;3;0;3;3;0;3;0;0;3;3;3;0;0;0;0;0;0;3;15;5;16;3;0;37;0;0;3;0;0;0;0;0;0;0;0;0;0
50641200;6614;11586;2506400;1120000;3;0;3;3;0;3;0;3;0;3;0;0;3;3;0;3;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
50641242;6619;11569;2506400;1124200;20;5;15;13;3;3;0;4;0;4;0;0;16;13;3;3;0;12;0;0;0;0;0;3;3;3;3;3;0;3;3;3;0;0;0;0;0;8;3;0;0;0;3;3;3;3;0;0;0;0;3;3;3;0;0;0;0;3;4;5;10;0;0;19;3;0;0;0;0;0;0;0;0;0;0;0;0
50681183;6636;13094;2506800;1118300;25;15;10;10;0;0;0;9;0;7;3;0;16;13;0;3;0;14;0;0;3;0;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;11;0;3;0;3;0;3;0;3;3;3;0;0;0;0;0;0;0;0;0;3;4;8;12;0;0;24;3;0;0;0;0;0;0;0;0;0;0;0;0
50691621;5872;14646;2506900;1162100;5;4;3;3;0;0;0;3;3;3;0;0;3;3;3;0;0;5;0;0;0;0;0;3;3;3;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;3;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0
50711224;6629;12409;2507100;1122400;15;3;12;8;3;3;0;3;0;3;3;0;12;6;3;4;0;10;0;0;3;0;0;0;3;0;5;3;3;0;3;0;0;0;0;0;0;5;0;3;0;0;0;0;0;0;3;3;3;0;0;0;0;0;0;0;0;0;6;4;3;3;0;15;0;0;0;0;0;3;0;3;0;0;0;0;1
50731405;5715;14711;2507300;1140500;3;0;3;3;0;0;0;0;0;0;0;0;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
50741466;5703;14788;2507400;1146600;8;7;3;0;3;0;0;7;0;6;3;0;3;0;3;0;0;3;0;3;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;0;3;0;3;3;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;3;0;3;4;0;0;3;0;0;0;0;0;0;0;0;0
50751481;5731;14639;2507500;1148100;4;4;0;0;0;0;0;4;3;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;3;0;0;3;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0
50771375;5724;14659;2507700;1137500;10;5;5;4;3;0;0;4;0;3;3;0;6;3;3;3;0;6;0;0;0;3;3;0;0;3;3;0;3;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;3;3;0;3;5;3;3;0;0;8;3;0;3;0;0;0;0;0;0;0;0;0;0
50801285;6625;12296;2508000;1128500;13;3;11;7;3;3;0;3;0;3;0;0;10;5;3;3;0;8;0;0;0;0;3;0;3;3;3;3;0;0;0;0;0;3;0;0;0;5;0;0;0;3;3;0;0;0;0;0;3;3;0;0;0;0;3;0;0;0;6;3;5;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0
50851388;5725;14582;2508500;1138800;3;3;3;0;0;3;0;3;0;0;3;0;3;0;0;3;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;3;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
50891230;6624;11959;2508900;1123000;4;3;3;0;3;3;0;3;0;3;3;0;3;0;3;0;0;3;0;3;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
50901192;6635;13107;2509000;1119200;9;4;5;4;0;3;0;4;0;3;3;0;5;4;0;3;0;7;0;0;0;0;0;3;3;3;3;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;3;3;3;4;0;0;7;3;0;0;0;0;4;4;0;0;0;0;0;1
50941499;5429;14624;2509400;1149900;5;5;0;0;0;0;0;5;0;4;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;4;0;3;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0
50951210;6626;12642;2509500;1121000;25;11;14;12;3;3;0;10;0;10;0;0;15;13;3;3;0;13;0;3;3;3;0;3;0;3;3;3;0;3;3;0;3;0;0;0;0;12;0;3;0;3;3;3;0;3;3;0;0;3;3;0;3;0;0;0;0;0;11;4;9;3;0;25;0;0;0;0;0;3;3;0;0;0;0;0;1
50971417;5721;14733;2509700;1141700;4;3;3;3;0;0;0;3;0;3;3;0;3;3;0;3;0;3;0;0;0;0;3;3;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
51071642;5871;14654;2510700;1164200;3;3;3;3;0;0;0;3;0;3;0;0;3;3;0;0;0;3;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
51181451;5853;14840;2511800;1145100;3;3;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
51231430;5855;14712;2512300;1143000;3;3;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
51331503;5436;14586;2513300;1150300;4;0;4;4;0;0;0;3;0;3;0;0;3;3;0;0;0;3;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
51531458;5861;14604;2515300;1145800;7;7;0;0;0;0;0;5;0;5;0;0;3;3;0;0;0;4;3;0;0;0;3;0;0;3;0;0;0;0;0;0;3;0;0;0;0;3;3;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;3;3;3;3;0;6;0;0;0;3;0;0;0;0;0;0;0;0;0
51841565;5423;14784;2518400;1156500;5;4;3;3;0;0;0;5;0;5;0;0;0;0;0;0;0;4;0;0;0;3;0;0;0;0;0;3;3;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;0;3;0;0;3;3;3;0;0;0;0;0;0;0;0;0;0;0
